Room_T,RH,Teff,Wind_Speed
22,50,16.2,2.5
21,50,21.1,0.0
21,50,20.7,0.1
21,50,19.8,0.3
21,50,18.9,0.5
21,50,18.7,0.7
21,50,18.5,0.9
21,50,18.3,1.1
21,50,18.0,1.3
21,50,17.7,1.5
21,50,17.3,1.7
21,50,16.8,1.9
21,50,16.5,2.1
21,50,16.3,2.3
21,50,16.1,2.5
35,55,35.8,0.00
35,55,35.3,0.1
35,55,34.1,0.3
35,55,33.0,0.5
35,55,31.2,0.7
35,55,29.4,0.9
35,55,27.6,1.1
35,55,26.7,1.3
35,55,25.9,1.5
35,55,25.1,1.7
35,55,24.4,1.9
35,55,23.8,2.1
35,55,23.3,2.3
35,55,22.9,2.5
34,55,34.8,0.00
34,55,34.2,0.1
34,55,33.1,0.3
34,55,32.0,0.5
34,55,30.4,0.7
34,55,28.8,0.9
34,55,27.1,1.1
34,55,26.4,1.3
34,55,25.6,1.5
34,55,24.9,1.7
34,55,24.2,1.9
34,55,23.5,2.1
34,55,23.0,2.3
34,55,22.5,2.5
33,55,33.7,0.00
33,55,33.2,0.1
33,55,32.1,0.3
33,55,31.0,0.5
33,55,29.6,0.7
33,55,28.1,0.9
33,55,26.7,1.1
33,55,26.0,1.3
33,55,25.4,1.5
33,55,24.6,1.7
33,55,23.9,1.9
33,55,23.3,2.1
33,55,22.6,2.3
33,55,22.0,2.5
32,55,32.7,0.00
32,55,32.2,0.1
32,55,31.1,0.3
32,55,30.0,0.5
32,55,28.8,0.7
32,55,27.5,0.9
32,55,26.2,1.1
32,55,25.6,1.3
32,55,25.1,1.5
32,55,24.4,1.7
32,55,23.6,1.9
32,55,23.0,2.1
32,55,22.3,2.3
32,55,21.6,2.5
31,55,31.6,0.00
31,55,31.1,0.1
31,55,30.1,0.3
31,55,29.0,0.5
31,55,28.0,0.7
31,55,26.9,0.9
31,55,25.8,1.1
31,55,25.2,1.3
31,55,24.6,1.5
31,55,23.9,1.7
31,55,23.1,1.9
31,55,22.5,2.1
31,55,21.9,2.3
31,55,21.3,2.5
30,55,30.6,0.0
30,55,30.1,0.1
30,55,29.1,0.3
30,55,28.0,0.5
30,55,27.2,0.7
30,55,26.3,0.9
30,55,25.4,1.1
30,55,24.8,1.3
30,55,24.2,1.5
30,55,23.4,1.7
30,55,22.6,1.9
30,55,22.0,2.1
30,55,21.5,2.3
30,55,21.0,2.5
29,55,29.5,0.0
29,55,29.0,0.1
29,55,28.1,0.3
29,55,27.1,0.5
29,55,26.3,0.7
29,55,25.5,0.9
29,55,24.8,1.1
29,55,24.3,1.3
29,55,23.7,1.5
29,55,22.9,1.7
29,55,22.0,1.9
29,55,21.3,2.1
29,55,20.9,2.3
29,55,20.5,2.5
28,55,28.5,0.0
28,55,28.0,0.1
28,55,27.1,0.3
28,55,26.1,0.5
28,55,25.4,0.7
28,55,24.7,0.9
28,55,23.9,1.1
28,55,23.5,1.3
28,55,23.2,1.5
28,55,22.1,1.7
28,55,21.1,1.9
28,55,20.4,2.1
28,55,20.1,2.3
28,55,19.7,2.5
27,55,27.4,0.0
27,55,27.0,0.1
27,55,26.1,0.3
27,55,25.2,0.5
27,55,24.5,0.7
27,55,23.8,0.9
27,55,23.1,1.1
27,55,22.8,1.3
27,55,22.6,1.5
27,55,21.4,1.7
27,55,20.3,1.9
27,55,19.5,2.1
27,55,19.2,2.3
27,55,18.9,2.5
26,55,26.4,0.0
26,55,26.0,0.1
26,55,25.3,0.3
26,55,24.5,0.5
26,55,23.8,0.7
26,55,23.2,0.9
26,55,22.5,1.1
26,55,22.3,1.3
26,55,22.1,1.5
26,55,20.9,1.7
26,55,19.7,1.9
26,55,18.9,2.1
26,55,18.6,2.3
26,55,18.3,2.5
25,55,25.5,0.0
25,55,25.2,0.1
25,55,24.5,0.3
25,55,23.9,0.5
25,55,23.3,0.7
25,55,22.7,0.9
25,55,22.1,1.1
25,55,21.9,1.3
25,55,21.7,1.5
25,55,20.5,1.7
25,55,19.3,1.9
25,55,18.5,2.1
25,55,18.1,2.3
25,55,17.8,2.5
24,55,24.5,0.0
24,55,24.3,0.1
24,55,23.8,0.3
24,55,23.3,0.5
24,55,22.8,0.7
24,55,22.3,0.9
24,55,21.7,1.1
24,55,21.5,1.3
24,55,21.3,1.5
24,55,20.1,1.7
24,55,18.9,1.9
24,55,18.1,2.1
24,55,17.7,2.3
24,55,17.3,2.5
23,55,23.4,0.0
23,55,23.1,0.1
23,55,22.5,0.3
23,55,21.9,0.5
23,55,21.5,0.7
23,55,21.1,0.9
23,55,20.6,1.1
23,55,20.4,1.3
23,55,20.1,1.5
23,55,19.2,1.7
23,55,18.3,1.9
23,55,17.7,2.1
23,55,17.3,2.3
23,55,16.9,2.5
22,55,22.4,0.0
22,55,22.0,0.1
22,55,21.3,0.3
22,55,20.5,0.5
22,55,20.1,0.7
22,55,19.8,0.9
22,55,19.5,1.1
22,55,19.1,1.3
22,55,18.8,1.5
22,55,18.2,1.7
22,55,17.7,1.9
22,55,17.2,2.1
22,55,16.9,2.3
22,55,16.6,2.5
21,55,21.7,0.0
21,55,21.2,0.1
21,55,20.2,0.3
21,55,19.3,0.5
21,55,19.1,0.7
21,55,18.8,0.9
21,55,18.6,1.1
21,55,18.2,1.3
21,55,17.7,1.5
21,55,17.5,1.7
21,55,17.2,1.9
21,55,16.9,2.1
21,55,16.6,2.3
21,55,16.4,2.5
35,60,36.7,0.00
35,60,36.1,0.1
35,60,35.0,0.3
35,60,33.9,0.5
35,60,32.1,0.7
35,60,30.3,0.9
35,60,28.6,1.1
35,60,27.6,1.3
35,60,26.6,1.5
35,60,25.8,1.7
35,60,25.1,1.9
35,60,24.5,2.1
35,60,24.0,2.3
35,60,23.6,2.5
34,60,35.6,0.00
34,60,35.0,0.1
34,60,33.9,0.3
34,60,32.9,0.5
34,60,31.3,0.7
34,60,29.7,0.9
34,60,28.1,1.1
34,60,27.1,1.3
34,60,26.2,1.5
34,60,25.5,1.7
34,60,24.8,1.9
34,60,24.2,2.1
34,60,23.7,2.3
34,60,23.1,2.5
33,60,34.5,0.00
33,60,33.9,0.1
33,60,32.9,0.3
33,60,31.9,0.5
33,60,30.4,0.7
33,60,29.0,0.9
33,60,27.6,1.1
33,60,26.7,1.3
33,60,25.8,1.5
33,60,25.2,1.7
33,60,24.6,1.9
33,60,23.9,2.1
33,60,23.3,2.3
33,60,22.6,2.5
32,60,33.4,0.00
32,60,32.9,0.1
32,60,31.9,0.3
32,60,30.9,0.5
32,60,29.6,0.7
32,60,28.3,0.9
32,60,27.1,1.1
32,60,26.2,1.3
32,60,25.4,1.5
32,60,24.8,1.7
32,60,24.3,1.9
32,60,23.6,2.1
32,60,22.9,2.3
32,60,22.2,2.5
31,60,32.3,0.00
31,60,31.8,0.1
31,60,30.8,0.3
31,60,29.9,0.5
31,60,28.8,0.7
31,60,27.7,0.9
31,60,26.6,1.1
31,60,25.7,1.3
31,60,24.9,1.5
31,60,24.4,1.7
31,60,23.8,1.9
31,60,23.2,2.1
31,60,22.6,2.3
31,60,22.0,2.5
30,60,31.2,0.0
30,60,30.7,0.1
30,60,29.8,0.3
30,60,28.9,0.5
30,60,28.0,0.7
30,60,27.0,0.9
30,60,26.1,1.1
30,60,25.3,1.3
30,60,24.4,1.5
30,60,23.9,1.7
30,60,23.3,1.9
30,60,22.8,2.1
30,60,22.3,2.3
30,60,21.8,2.5
29,60,30.1,0.0
29,60,29.6,0.1
29,60,28.7,0.3
29,60,27.9,0.5
29,60,27.1,0.7
29,60,26.3,0.9
29,60,25.4,1.1
29,60,24.7,1.3
29,60,23.9,1.5
29,60,23.2,1.7
29,60,22.6,1.9
29,60,22.1,2.1
29,60,21.7,2.3
29,60,21.3,2.5
28,60,29.0,0.0
28,60,28.5,0.1
28,60,27.7,0.3
28,60,26.8,0.5
28,60,26.0,0.7
28,60,25.3,0.9
28,60,24.6,1.1
28,60,23.9,1.3
28,60,23.2,1.5
28,60,22.4,1.7
28,60,21.6,1.9
28,60,21.0,2.1
28,60,20.6,2.3
28,60,20.3,2.5
27,60,27.9,0.0
27,60,27.4,0.1
27,60,26.6,0.3
27,60,25.7,0.5
27,60,25.0,0.7
27,60,24.3,0.9
27,60,23.7,1.1
27,60,23.1,1.3
27,60,22.5,1.5
27,60,21.5,1.7
27,60,20.6,1.9
27,60,20.0,2.1
27,60,19.6,2.3
27,60,19.3,2.5
26,60,26.9,0.0
26,60,26.5,0.1
26,60,25.7,0.3
26,60,24.9,0.5
26,60,24.3,0.7
26,60,23.7,0.9
26,60,23.1,1.1
26,60,22.5,1.3
26,60,22.0,1.5
26,60,21.0,1.7
26,60,20.0,1.9
26,60,19.3,2.1
26,60,19.0,2.3
26,60,18.6,2.5
25,60,25.9,0.0
25,60,25.6,0.1
25,60,24.9,0.3
25,60,24.3,0.5
25,60,23.8,0.7
25,60,23.2,0.9
25,60,22.7,1.1
25,60,22.1,1.3
25,60,21.6,1.5
25,60,20.6,1.7
25,60,19.7,1.9
25,60,19.0,2.1
25,60,18.6,2.3
25,60,18.2,2.5
24,60,24.9,0.0
24,60,24.7,0.1
24,60,24.2,0.3
24,60,23.7,0.5
24,60,23.2,0.7
24,60,22.8,0.9
24,60,22.3,1.1
24,60,21.7,1.3
24,60,21.2,1.5
24,60,20.3,1.7
24,60,19.4,1.9
24,60,18.7,2.1
24,60,18.2,2.3
24,60,17.8,2.5
23,60,23.9,0.0
23,60,23.6,0.1
23,60,22.9,0.3
23,60,22.3,0.5
23,60,21.9,0.7
23,60,21.5,0.9
23,60,21.1,1.1
23,60,20.6,1.3
23,60,20.2,1.5
23,60,19.4,1.7
23,60,18.7,1.9
23,60,18.2,2.1
23,60,17.8,2.3
23,60,17.4,2.5
22,60,22.9,0.0
22,60,22.5,0.1
22,60,21.7,0.3
22,60,20.9,0.5
22,60,20.5,0.7
22,60,20.2,0.9
22,60,19.8,1.1
22,60,19.5,1.3
22,60,19.1,1.5
22,60,18.6,1.7
22,60,18.1,1.9
22,60,17.7,2.1
22,60,17.3,2.3
22,60,17.0,2.5
21,60,22.2,0.0
21,60,21.7,0.1
21,60,20.7,0.3
21,60,19.7,0.5
21,60,19.4,0.7
21,60,19.1,0.9
21,60,18.9,1.1
21,60,18.6,1.3
21,60,18.3,1.5
21,60,17.9,1.7
21,60,17.6,1.9
21,60,17.3,2.1
21,60,17.0,2.3
21,60,16.7,2.5
35,65,37.5,0.00
35,65,36.9,0.1
35,65,35.8,0.3
35,65,34.7,0.5
35,65,33.0,0.7
35,65,31.2,0.9
35,65,29.5,1.1
35,65,28.6,1.3
35,65,27.7,1.5
35,65,26.8,1.7
35,65,25.9,1.9
35,65,25.2,2.1
35,65,24.7,2.3
35,65,24.3,2.5
34,65,36.3,0.00
34,65,35.8,0.1
34,65,34.7,0.3
34,65,33.7,0.5
34,65,32.1,0.7
34,65,30.5,0.9
34,65,29.0,1.1
34,65,28.1,1.3
34,65,27.2,1.5
34,65,26.4,1.7
34,65,25.6,1.9
34,65,24.9,2.1
34,65,24.3,2.3
34,65,23.7,2.5
33,65,35.2,0.00
33,65,34.7,0.1
33,65,33.7,0.3
33,65,32.7,0.5
33,65,31.3,0.7
33,65,29.8,0.9
33,65,28.4,1.1
33,65,27.6,1.3
33,65,26.7,1.5
33,65,26.0,1.7
33,65,25.3,1.9
33,65,24.6,2.1
33,65,23.9,2.3
33,65,23.2,2.5
32,65,34.1,0.00
32,65,33.6,0.1
32,65,32.6,0.3
32,65,31.7,0.5
32,65,30.4,0.7
32,65,29.1,0.9
32,65,27.9,1.1
32,65,27.1,1.3
32,65,26.2,1.5
32,65,25.6,1.7
32,65,25.0,1.9
32,65,24.3,2.1
32,65,23.5,2.3
32,65,22.7,2.5
31,65,32.9,0.00
31,65,32.5,0.1
31,65,31.6,0.3
31,65,30.7,0.5
31,65,29.6,0.7
31,65,28.5,0.9
31,65,27.3,1.1
31,65,26.5,1.3
31,65,25.7,1.5
31,65,25.1,1.7
31,65,24.6,1.9
31,65,23.9,2.1
31,65,23.3,2.3
31,65,22.6,2.5
30,65,31.7,0.0
30,65,31.3,0.1
30,65,30.5,0.3
30,65,29.7,0.5
30,65,28.8,0.7
30,65,27.8,0.9
30,65,26.8,1.1
30,65,26.0,1.3
30,65,25.2,1.5
30,65,24.6,1.7
30,65,24.1,1.9
30,65,23.6,2.1
30,65,23.1,2.3
30,65,22.5,2.5
29,65,30.6,0.0
29,65,30.2,0.1
29,65,29.4,0.3
29,65,28.7,0.5
29,65,27.8,0.7
29,65,27.0,0.9
29,65,26.1,1.1
29,65,25.3,1.3
29,65,24.5,1.5
29,65,23.9,1.7
29,65,23.4,1.9
29,65,22.9,2.1
29,65,22.4,2.3
29,65,22.0,2.5
28,65,29.5,0.0
28,65,29.1,0.1
28,65,28.2,0.3
28,65,27.4,0.5
28,65,26.7,0.7
28,65,25.9,0.9
28,65,25.2,1.1
28,65,24.5,1.3
28,65,23.8,1.5
28,65,23.0,1.7
28,65,22.2,1.9
28,65,21.6,2.1
28,65,21.2,2.3
28,65,20.8,2.5
27,65,28.3,0.0
27,65,27.9,0.1
27,65,27.0,0.3
27,65,26.2,0.5
27,65,25.5,0.7
27,65,24.9,0.9
27,65,24.2,1.1
27,65,23.6,1.3
27,65,23.0,1.5
27,65,22.1,1.7
27,65,21.1,1.9
27,65,20.4,2.1
27,65,20.0,2.3
27,65,19.6,2.5
26,65,27.3,0.0
26,65,26.9,0.1
26,65,26.1,0.3
26,65,25.3,0.5
26,65,24.7,0.7
26,65,24.2,0.9
26,65,23.6,1.1
26,65,23.1,1.3
26,65,22.5,1.5
26,65,21.5,1.7
26,65,20.5,1.9
26,65,19.8,2.1
26,65,19.3,2.3
26,65,18.9,2.5
25,65,26.3,0.0
25,65,26.0,0.1
25,65,25.3,0.3
25,65,24.7,0.5
25,65,24.2,0.7
25,65,23.7,0.9
25,65,23.2,1.1
25,65,22.7,1.3
25,65,22.1,1.5
25,65,21.2,1.7
25,65,20.2,1.9
25,65,19.5,2.1
25,65,19.1,2.3
25,65,18.6,2.5
24,65,25.3,0.0
24,65,25.1,0.1
24,65,24.6,0.3
24,65,24.1,0.5
24,65,23.7,0.7
24,65,23.3,0.9
24,65,22.8,1.1
24,65,22.3,1.3
24,65,21.7,1.5
24,65,20.8,1.7
24,65,19.9,1.9
24,65,19.2,2.1
24,65,18.8,2.3
24,65,18.3,2.5
23,65,24.3,0.0
23,65,24.0,0.1
23,65,23.4,0.3
23,65,22.7,0.5
23,65,22.3,0.7
23,65,21.9,0.9
23,65,21.5,1.1
23,65,21.1,1.3
23,65,20.6,1.5
23,65,19.9,1.7
23,65,19.3,1.9
23,65,18.7,2.1
23,65,18.3,2.3
23,65,17.8,2.5
22,65,23.4,0.0
22,65,23.0,0.1
22,65,22.1,0.3
22,65,21.3,0.5
22,65,20.9,0.7
22,65,20.6,0.9
22,65,20.2,1.1
22,65,19.8,1.3
22,65,19.5,1.5
22,65,19.0,1.7
22,65,18.6,1.9
22,65,18.1,2.1
22,65,17.7,2.3
22,65,17.3,2.5
21,65,22.8,0.0
21,65,22.2,0.1
21,65,21.2,0.3
21,65,20.1,0.5
21,65,19.8,0.7
21,65,19.5,0.9
21,65,19.1,1.1
21,65,18.8,1.3
21,65,18.5,1.5
21,65,18.3,1.7
21,65,18.0,1.9
21,65,17.7,2.1
21,65,17.3,2.3
21,65,16.9,2.5
35,70,38.3,0.00
35,70,37.7,0.1
35,70,36.6,0.3
35,70,35.5,0.5
35,70,33.8,0.7
35,70,32.2,0.9
35,70,30.5,1.1
35,70,29.7,1.3
35,70,28.8,1.5
35,70,27.7,1.7
35,70,26.6,1.9
35,70,25.9,2.1
35,70,25.4,2.3
35,70,25.0,2.5
34,70,37.1,0.00
34,70,36.6,0.1
34,70,35.5,0.3
34,70,34.5,0.5
34,70,33.0,0.7
34,70,31.4,0.9
34,70,29.9,1.1
34,70,29.1,1.3
34,70,28.2,1.5
34,70,27.3,1.7
34,70,26.4,1.9
34,70,25.6,2.1
34,70,25.0,2.3
34,70,24.4,2.5
33,70,35.9,0.00
33,70,35.5,0.1
33,70,34.5,0.3
33,70,33.5,0.5
33,70,32.1,0.7
33,70,30.7,0.9
33,70,29.3,1.1
33,70,28.5,1.3
33,70,27.7,1.5
33,70,26.9,1.7
33,70,26.1,1.9
33,70,25.3,2.1
33,70,24.5,2.3
33,70,23.8,2.5
32,70,34.8,0.00
32,70,34.3,0.1
32,70,33.4,0.3
32,70,32.5,0.5
32,70,31.2,0.7
32,70,30.0,0.9
32,70,28.7,1.1
32,70,27.9,1.3
32,70,27.1,1.5
32,70,26.4,1.7
32,70,25.8,1.9
32,70,25.0,2.1
32,70,24.1,2.3
32,70,23.3,2.5
31,70,33.5,0.00
31,70,33.1,0.1
31,70,32.3,0.3
31,70,31.5,0.5
31,70,30.4,0.7
31,70,29.3,0.9
31,70,28.1,1.1
31,70,27.3,1.3
31,70,26.5,1.5
31,70,25.9,1.7
31,70,25.3,1.9
31,70,24.7,2.1
31,70,24.0,2.3
31,70,23.3,2.5
30,70,32.3,0.0
30,70,32.0,0.1
30,70,31.3,0.3
30,70,30.6,0.5
30,70,29.6,0.7
30,70,28.6,0.9
30,70,27.5,1.1
30,70,26.7,1.3
30,70,25.9,1.5
30,70,25.4,1.7
30,70,24.9,1.9
30,70,24.4,2.1
30,70,23.8,2.3
30,70,23.3,2.5
29,70,31.1,0.0
29,70,30.8,0.1
29,70,30.1,0.3
29,70,29.4,0.5
29,70,28.6,0.7
29,70,27.7,0.9
29,70,26.8,1.1
29,70,26.0,1.3
29,70,25.2,1.5
29,70,24.6,1.7
29,70,24.1,1.9
29,70,23.6,2.1
29,70,23.2,2.3
29,70,22.7,2.5
28,70,30.0,0.0
28,70,29.6,0.1
28,70,28.8,0.3
28,70,28.1,0.5
28,70,27.3,0.7
28,70,26.6,0.9
28,70,25.8,1.1
28,70,25.1,1.3
28,70,24.4,1.5
28,70,23.6,1.7
28,70,22.8,1.9
28,70,22.2,2.1
28,70,21.8,2.3
28,70,21.4,2.5
27,70,28.8,0.0
27,70,28.3,0.1
27,70,27.5,0.3
27,70,26.7,0.5
27,70,26.0,0.7
27,70,25.4,0.9
27,70,24.8,1.1
27,70,24.2,1.3
27,70,23.6,1.5
27,70,22.6,1.7
27,70,21.6,1.9
27,70,20.8,2.1
27,70,20.4,2.3
27,70,20.0,2.5
26,70,27.7,0.0
26,70,27.3,0.1
26,70,26.5,0.3
26,70,25.7,0.5
26,70,25.2,0.7
26,70,24.7,0.9
26,70,24.2,1.1
26,70,23.6,1.3
26,70,23.1,1.5
26,70,22.0,1.7
26,70,20.9,1.9
26,70,20.2,2.1
26,70,19.7,2.3
26,70,19.3,2.5
25,70,26.7,0.0
25,70,26.4,0.1
25,70,25.8,0.3
25,70,25.1,0.5
25,70,24.7,0.7
25,70,24.2,0.9
25,70,23.8,1.1
25,70,23.2,1.3
25,70,22.7,1.5
25,70,21.7,1.7
25,70,20.7,1.9
25,70,20.0,2.1
25,70,19.5,2.3
25,70,19.1,2.5
24,70,25.7,0.0
24,70,25.5,0.1
24,70,25.0,0.3
24,70,24.5,0.5
24,70,24.1,0.7
24,70,23.8,0.9
24,70,23.4,1.1
24,70,22.8,1.3
24,70,22.3,1.5
24,70,21.4,1.7
24,70,20.5,1.9
24,70,19.8,2.1
24,70,19.3,2.3
24,70,18.8,2.5
23,70,24.8,0.0
23,70,24.4,0.1
23,70,23.8,0.3
23,70,23.1,0.5
23,70,22.7,0.7
23,70,22.4,0.9
23,70,22.0,1.1
23,70,21.5,1.3
23,70,21.1,1.5
23,70,20.4,1.7
23,70,19.8,1.9
23,70,19.2,2.1
23,70,18.7,2.3
23,70,18.3,2.5
22,70,24.0,0.0
22,70,23.5,0.1
22,70,22.6,0.3
22,70,21.7,0.5
22,70,21.3,0.7
22,70,20.9,0.9
22,70,20.6,1.1
22,70,20.2,1.3
22,70,19.8,1.5
22,70,19.4,1.7
22,70,19.0,1.9
22,70,18.6,2.1
22,70,18.1,2.3
22,70,17.7,2.5
21,70,23.3,0.0
21,70,22.7,0.1
21,70,21.6,0.3
21,70,20.5,0.5
21,70,20.1,0.7
21,70,19.8,0.9
21,70,19.4,1.1
21,70,19.1,1.3
21,70,18.8,1.5
21,70,18.6,1.7
21,70,18.4,1.9
21,70,18.1,2.1
21,70,17.6,2.3
21,70,17.2,2.5
35,75,39.2,0.00
35,75,38.6,0.1
35,75,37.5,0.3
35,75,36.4,0.5
35,75,34.5,0.7
35,75,32.7,0.9
35,75,30.8,1.1
35,75,30.7,1.3
35,75,30.6,1.5
35,75,29.0,1.7
35,75,27.4,1.9
35,75,26.3,2.1
35,75,25.7,2.3
35,75,25.1,2.5
34,75,38.1,0.00
34,75,37.5,0.1
34,75,36.5,0.3
34,75,35.5,0.5
34,75,33.7,0.7
34,75,32.0,0.9
34,75,30.3,1.1
34,75,30.0,1.3
34,75,29.7,1.5
34,75,28.4,1.7
34,75,27.2,1.9
34,75,26.2,2.1
34,75,25.6,2.3
34,75,25.0,2.5
33,75,37.0,0.00
33,75,36.5,0.1
33,75,35.5,0.3
33,75,34.6,0.5
33,75,33.0,0.7
33,75,31.4,0.9
33,75,29.8,1.1
33,75,29.3,1.3
33,75,28.7,1.5
33,75,27.8,1.7
33,75,26.9,1.9
33,75,26.1,2.1
33,75,25.5,2.3
33,75,24.8,2.5
32,75,35.8,0.00
32,75,35.4,0.1
32,75,34.5,0.3
32,75,33.6,0.5
32,75,32.2,0.7
32,75,30.7,0.9
32,75,29.3,1.1
32,75,28.6,1.3
32,75,27.8,1.5
32,75,27.2,1.7
32,75,26.6,1.9
32,75,25.9,2.1
32,75,25.3,2.3
32,75,24.6,2.5
31,75,34.5,0.00
31,75,34.1,0.1
31,75,33.3,0.3
31,75,32.5,0.5
31,75,31.3,0.7
31,75,30.0,0.9
31,75,28.8,1.1
31,75,28.0,1.3
31,75,27.3,1.5
31,75,26.6,1.7
31,75,26.0,1.9
31,75,25.4,2.1
31,75,24.8,2.3
31,75,24.2,2.5
30,75,33.2,0.0
30,75,32.9,0.1
30,75,32.2,0.3
30,75,31.5,0.5
30,75,30.4,0.7
30,75,29.4,0.9
30,75,28.3,1.1
30,75,27.5,1.3
30,75,26.7,1.5
30,75,26.1,1.7
30,75,25.4,1.9
30,75,24.8,2.1
30,75,24.3,2.3
30,75,23.8,2.5
29,75,31.9,0.0
29,75,31.6,0.1
29,75,30.9,0.3
29,75,30.2,0.5
29,75,29.3,0.7
29,75,28.4,0.9
29,75,27.6,1.1
29,75,26.8,1.3
29,75,26.1,1.5
29,75,25.3,1.7
29,75,24.5,1.9
29,75,23.9,2.1
29,75,23.5,2.3
29,75,23.0,2.5
28,75,30.7,0.0
28,75,30.3,0.1
28,75,29.5,0.3
28,75,28.7,0.5
28,75,28.0,0.7
28,75,27.2,0.9
28,75,26.5,1.1
28,75,25.9,1.3
28,75,25.2,1.5
28,75,24.2,1.7
28,75,23.2,1.9
28,75,22.6,2.1
28,75,22.2,2.3
28,75,21.8,2.5
27,75,29.4,0.0
27,75,28.9,0.1
27,75,28.1,0.3
27,75,27.2,0.5
27,75,26.6,0.7
27,75,26.0,0.9
27,75,25.4,1.1
27,75,24.9,1.3
27,75,24.4,1.5
27,75,23.2,1.7
27,75,22.0,1.9
27,75,21.2,2.1
27,75,20.8,2.3
27,75,20.5,2.5
26,75,28.2,0.0
26,75,27.8,0.1
26,75,27.0,0.3
26,75,26.2,0.5
26,75,25.7,0.7
26,75,25.2,0.9
26,75,24.7,1.1
26,75,24.2,1.3
26,75,23.8,1.5
26,75,22.6,1.7
26,75,21.3,1.9
26,75,20.5,2.1
26,75,20.2,2.3
26,75,19.8,2.5
25,75,27.1,0.0
25,75,26.8,0.1
25,75,26.2,0.3
25,75,25.5,0.5
25,75,25.1,0.7
25,75,24.6,0.9
25,75,24.2,1.1
25,75,23.8,1.3
25,75,23.4,1.5
25,75,22.2,1.7
25,75,21.1,1.9
25,75,20.3,2.1
25,75,20.0,2.3
25,75,19.6,2.5
24,75,26.0,0.0
24,75,25.8,0.1
24,75,25.3,0.3
24,75,24.8,0.5
24,75,24.4,0.7
24,75,24.0,0.9
24,75,23.7,1.1
24,75,23.3,1.3
24,75,23.0,1.5
24,75,21.9,1.7
24,75,20.8,1.9
24,75,20.1,2.1
24,75,19.8,2.3
24,75,19.4,2.5
23,75,25.2,0.0
23,75,24.8,0.1
23,75,24.2,0.3
23,75,23.5,0.5
23,75,23.1,0.7
23,75,22.7,0.9
23,75,22.3,1.1
23,75,21.9,1.3
23,75,21.6,1.5
23,75,20.8,1.7
23,75,20.0,1.9
23,75,19.5,2.1
