Room_T,RH,Teff,Wind_Speed
23,75,19.2,2.3
23,75,18.9,2.5
22,75,24.4,0.0
22,75,24.0,0.1
22,75,23.1,0.3
22,75,22.1,0.5
22,75,21.7,0.7
22,75,21.3,0.9
22,75,20.8,1.1
22,75,20.4,1.3
22,75,20.0,1.5
22,75,19.6,1.7
22,75,19.2,1.9
22,75,18.8,2.1
22,75,18.5,2.3
22,75,18.2,2.5
21,75,23.9,0.0
21,75,23.3,0.1
21,75,22.2,0.3
21,75,21.1,0.5
21,75,20.6,0.7
21,75,20.2,0.9
21,75,19.7,1.1
21,75,19.3,1.3
21,75,18.8,1.5
21,75,18.7,1.7
21,75,18.5,1.9
21,75,18.3,2.1
21,75,18.0,2.3
21,75,17.8,2.5
35,80,40.0,0.00
35,80,39.4,0.1
35,80,38.3,0.3
35,80,37.2,0.5
35,80,35.2,0.7
35,80,33.1,0.9
35,80,31.1,1.1
35,80,30.6,1.3
35,80,30.0,1.5
35,80,28.9,1.7
35,80,27.8,1.9
35,80,26.8,2.1
35,80,26.0,2.3
35,80,25.2,2.5
34,80,39.0,0.00
34,80,38.5,0.1
34,80,37.4,0.3
34,80,36.4,0.5
34,80,34.5,0.7
34,80,32.6,0.9
34,80,30.7,1.1
34,80,29.9,1.3
34,80,29.2,1.5
34,80,28.4,1.7
34,80,27.6,1.9
34,80,26.9,2.1
34,80,26.2,2.3
34,80,25.5,2.5
33,80,38.0,0.00
33,80,37.5,0.1
33,80,36.6,0.3
33,80,35.6,0.5
33,80,33.9,0.7
33,80,32.1,0.9
33,80,30.3,1.1
33,80,29.3,1.3
33,80,28.4,1.5
33,80,27.9,1.7
33,80,27.4,1.9
33,80,26.9,2.1
33,80,26.4,2.3
33,80,25.8,2.5
32,80,36.9,0.00
32,80,36.5,0.1
32,80,35.6,0.3
32,80,34.8,0.5
32,80,33.1,0.7
32,80,31.5,0.9
32,80,29.9,1.1
32,80,28.8,1.3
32,80,27.6,1.5
32,80,27.4,1.7
32,80,27.2,1.9
32,80,26.8,2.1
32,80,26.4,2.3
32,80,25.9,2.5
31,80,35.5,0.00
31,80,35.1,0.1
31,80,34.3,0.3
31,80,33.5,0.5
31,80,32.2,0.7
31,80,30.8,0.9
31,80,29.5,1.1
31,80,28.3,1.3
31,80,27.0,1.5
31,80,26.7,1.7
31,80,26.4,1.9
31,80,26.0,2.1
31,80,25.6,2.3
31,80,25.1,2.5
30,80,34.1,0.0
30,80,33.8,0.1
30,80,33.1,0.3
30,80,32.3,0.5
30,80,31.2,0.7
30,80,30.1,0.9
30,80,29.1,1.1
30,80,27.8,1.3
30,80,26.4,1.5
30,80,26.1,1.7
30,80,25.7,1.9
30,80,25.2,2.1
30,80,24.8,2.3
30,80,24.3,2.5
29,80,32.7,0.0
29,80,32.4,0.1
29,80,31.7,0.3
29,80,31.0,0.5
29,80,30.1,0.7
29,80,29.2,0.9
29,80,28.3,1.1
29,80,27.1,1.3
29,80,25.8,1.5
29,80,25.2,1.7
29,80,24.7,1.9
29,80,24.2,2.1
29,80,23.8,2.3
29,80,23.3,2.5
28,80,31.4,0.0
28,80,31.0,0.1
28,80,30.2,0.3
28,80,29.4,0.5
28,80,28.7,0.7
28,80,27.9,0.9
28,80,27.2,1.1
28,80,26.1,1.3
28,80,25.0,1.5
28,80,24.2,1.7
28,80,23.4,1.9
28,80,22.9,2.1
28,80,22.5,2.3
28,80,22.2,2.5
27,80,30.0,0.0
27,80,29.5,0.1
27,80,28.7,0.3
27,80,27.8,0.5
27,80,27.2,0.7
27,80,26.6,0.9
27,80,26.0,1.1
27,80,25.1,1.3
27,80,24.1,1.5
27,80,23.1,1.7
27,80,22.2,1.9
27,80,21.5,2.1
27,80,21.2,2.3
27,80,21.0,2.5
26,80,28.7,0.0
26,80,28.3,0.1
26,80,27.5,0.3
26,80,26.7,0.5
26,80,26.2,0.7
26,80,25.7,0.9
26,80,25.1,1.1
26,80,24.4,1.3
26,80,23.6,1.5
26,80,22.5,1.7
26,80,21.5,1.9
26,80,20.9,2.1
26,80,20.6,2.3
26,80,20.4,2.5
25,80,27.5,0.0
25,80,27.2,0.1
25,80,26.6,0.3
25,80,25.9,0.5
25,80,25.5,0.7
25,80,25.0,0.9
25,80,24.5,1.1
25,80,23.9,1.3
25,80,23.2,1.5
25,80,22.2,1.7
25,80,21.2,1.9
25,80,20.6,2.1
25,80,20.4,2.3
25,80,20.2,2.5
24,80,26.3,0.0
24,80,26.1,0.1
24,80,25.6,0.3
24,80,25.2,0.5
24,80,24.7,0.7
24,80,24.3,0.9
24,80,23.9,1.1
24,80,23.4,1.3
24,80,22.8,1.5
24,80,21.9,1.7
24,80,21.0,1.9
24,80,20.4,2.1
24,80,20.2,2.3
24,80,20.0,2.5
23,80,25.5,0.0
23,80,25.2,0.1
23,80,24.5,0.3
23,80,23.9,0.5
23,80,23.4,0.7
23,80,23.0,0.9
23,80,22.5,1.1
23,80,22.0,1.3
23,80,21.4,1.5
23,80,20.8,1.7
23,80,20.2,1.9
23,80,19.8,2.1
23,80,19.6,2.3
23,80,19.4,2.5
22,80,24.9,0.0
22,80,24.4,0.1
22,80,23.5,0.3
22,80,22.6,0.5
22,80,22.1,0.7
22,80,21.6,0.9
22,80,21.1,1.1
22,80,20.5,1.3
22,80,20.0,1.5
22,80,19.6,1.7
22,80,19.3,1.9
22,80,19.1,2.1
22,80,18.9,2.3
22,80,18.8,2.5
21,80,24.4,0.0
21,80,23.8,0.1
21,80,22.7,0.3
21,80,21.6,0.5
21,80,21.1,0.7
21,80,20.5,0.9
21,80,20.0,1.1
21,80,19.4,1.3
21,80,18.8,1.5
21,80,18.7,1.7
21,80,18.6,1.9
21,80,18.5,2.1
21,80,18.4,2.3
21,80,18.3,2.5
35,85,41.1,0.00
35,85,40.5,0.1
35,85,39.3,0.3
35,85,38.1,0.5
35,85,36.9,0.7
35,85,35.6,0.9
35,85,34.4,1.1
35,85,33.2,1.3
35,85,32.0,1.5
35,85,30.8,1.7
35,85,29.6,1.9
35,85,28.3,2.1
35,85,27.1,2.3
35,85,25.9,2.5
32,85,37.6,0.00
32,85,37.2,0.1
32,85,36.2,0.3
32,85,35.2,0.5
32,85,34.3,0.7
32,85,33.3,0.9
32,85,32.4,1.1
32,85,31.4,1.3
32,85,30.4,1.5
32,85,29.5,1.7
32,85,28.5,1.9
32,85,27.5,2.1
32,85,26.6,2.3
32,85,25.6,2.5
31,85,36.1,0.00
31,85,35.7,0.1
31,85,34.8,0.3
31,85,33.9,0.5
31,85,33.1,0.7
31,85,32.2,0.9
31,85,31.3,1.1
31,85,30.5,1.3
31,85,29.6,1.5
31,85,28.7,1.7
31,85,27.9,1.9
31,85,27.0,2.1
31,85,26.1,2.3
31,85,25.3,2.5
30,85,35.2,0.00
30,85,34.8,0.1
30,85,34.0,0.3
30,85,33.2,0.5
30,85,32.5,0.7
30,85,31.7,0.9
30,85,30.9,1.1
30,85,30.1,1.3
30,85,29.3,1.5
30,85,28.5,1.7
30,85,27.7,1.9
30,85,26.9,2.1
30,85,26.1,2.3
30,85,25.3,2.5
29,85,34.5,0.00
29,85,34.1,0.1
29,85,33.3,0.3
29,85,32.6,0.5
29,85,31.8,0.7
29,85,31.1,0.9
29,85,30.3,1.1
29,85,29.6,1.3
29,85,28.8,1.5
29,85,28.1,1.7
29,85,27.3,1.9
29,85,26.6,2.1
29,85,25.8,2.3
29,85,25.0,2.5
28,85,31.9,0.0
28,85,31.5,0.1
28,85,30.8,0.3
28,85,30.0,0.5
28,85,29.3,0.7
28,85,28.6,0.9
28,85,27.8,1.1
28,85,27.1,1.3
28,85,26.4,1.5
28,85,25.7,1.7
28,85,24.9,1.9
28,85,24.2,2.1
28,85,23.5,2.3
28,85,22.7,2.5
27,85,29.7,0.0
27,85,29.3,0.1
27,85,28.6,0.3
27,85,27.9,0.5
27,85,27.2,0.7
27,85,26.5,0.9
27,85,25.7,1.1
27,85,25.0,1.3
27,85,24.3,1.5
27,85,23.6,1.7
27,85,22.9,1.9
27,85,22.2,2.1
27,85,21.4,2.3
27,85,20.7,2.5
26,85,28.5,0.0
26,85,28.2,0.1
26,85,27.6,0.3
26,85,27.0,0.5
26,85,26.4,0.7
26,85,25.8,0.9
26,85,25.1,1.1
26,85,24.5,1.3
26,85,23.9,1.5
26,85,23.3,1.7
26,85,22.7,1.9
26,85,22.1,2.1
26,85,21.5,2.3
26,85,20.9,2.5
25,85,27.8,0.0
25,85,27.6,0.1
25,85,27.0,0.3
25,85,26.5,0.5
25,85,25.9,0.7
25,85,25.4,0.9
25,85,24.8,1.1
25,85,24.3,1.3
25,85,23.7,1.5
25,85,23.1,1.7
25,85,22.6,1.9
25,85,22.0,2.1
25,85,21.5,2.3
25,85,20.9,2.5
24,85,27.2,0.0
24,85,27.0,0.1
24,85,26.4,0.3
24,85,25.9,0.5
24,85,25.3,0.7
24,85,24.8,0.9
24,85,24.2,1.1
24,85,23.7,1.3
24,85,23.1,1.5
24,85,22.5,1.7
24,85,22.0,1.9
24,85,21.4,2.1
24,85,20.9,2.3
24,85,20.3,2.5
23,85,26.6,0.0
23,85,26.4,0.1
23,85,25.8,0.3
23,85,25.3,0.5
23,85,24.7,0.7
23,85,24.2,0.9
23,85,23.6,1.1
23,85,23.1,1.3
23,85,22.5,1.5
23,85,21.9,1.7
23,85,21.4,1.9
23,85,20.8,2.1
23,85,20.3,2.3
23,85,19.7,2.5
22,85,26.0,0.0
22,85,25.8,0.1
22,85,25.2,0.3
22,85,24.7,0.5
22,85,24.1,0.7
22,85,23.6,0.9
22,85,23.0,1.1
22,85,22.5,1.3
22,85,21.9,1.5
22,85,21.3,1.7
22,85,20.8,1.9
22,85,20.2,2.1
22,85,19.7,2.3
22,85,19.1,2.5
21,85,25.4,0.0
21,85,25.2,0.1
21,85,24.6,0.3
21,85,24.1,0.5
21,85,23.5,0.7
21,85,23.0,0.9
21,85,22.4,1.1
21,85,21.9,1.3
21,85,21.3,1.5
21,85,20.7,1.7
21,85,20.2,1.9
21,85,19.6,2.1
21,85,19.1,2.3
21,85,18.5,2.5
20,85,24.8,0.0
20,85,24.6,0.1
20,85,24.0,0.3
20,85,23.5,0.5
20,85,22.9,0.7
20,85,22.4,0.9
20,85,21.8,1.1
20,85,21.3,1.3
20,85,20.7,1.5
20,85,20.1,1.7
20,85,19.6,1.9
20,85,19.0,2.1
20,85,18.5,2.3
20,85,17.9,2.5
35,90,41.9,0.0
35,90,41.3,0.1
35,90,40.1,0.3
35,90,38.9,0.5
35,90,37.7,0.7
35,90,36.4,0.9
35,90,35.2,1.1
35,90,34.0,1.3
35,90,32.8,1.5
35,90,31.6,1.7
35,90,30.4,1.9
35,90,29.2,2.1
35,90,28.0,2.3
35,90,26.8,2.5
32,90,38.4,0.00
32,90,38.0,0.1
32,90,37.0,0.3
32,90,36.0,0.5
32,90,35.1,0.7
32,90,34.1,0.9
32,90,33.1,1.1
32,90,32.1,1.3
32,90,31.2,1.5
32,90,30.2,1.7
32,90,29.2,1.9
32,90,28.3,2.1
32,90,27.3,2.3
32,90,26.3,2.5
31,90,36.9,0.00
31,90,36.5,0.1
31,90,35.6,0.3
31,90,34.8,0.5
31,90,33.9,0.7
31,90,33.0,0.9
31,90,32.2,1.1
31,90,31.3,1.3
31,90,30.4,1.5
31,90,29.6,1.7
31,90,28.7,1.9
31,90,27.8,2.1
31,90,27.0,2.3
31,90,26.1,2.5
30,90,36.1,0.00
30,90,35.7,0.1
30,90,34.9,0.3
30,90,34.1,0.5
30,90,33.3,0.7
30,90,32.4,0.9
30,90,31.6,1.1
30,90,30.8,1.3
30,90,30.0,1.5
30,90,29.2,1.7
30,90,28.4,1.9
30,90,27.6,2.1
30,90,26.8,2.3
30,90,26.0,2.5
29,90,35.3,0.00
29,90,34.9,0.1
29,90,34.2,0.3
29,90,33.4,0.5
29,90,32.7,0.7
29,90,31.9,0.9
29,90,31.2,1.1
29,90,30.4,1.3
29,90,29.6,1.5
29,90,28.9,1.7
29,90,28.1,1.9
29,90,27.4,2.1
29,90,26.6,2.3
29,90,25.9,2.5
28,90,32.5,0.0
28,90,32.1,0.1
28,90,31.4,0.3
28,90,30.6,0.5
28,90,29.9,0.7
28,90,29.2,0.9
28,90,28.5,1.1
28,90,27.7,1.3
28,90,27.0,1.5
28,90,26.3,1.7
28,90,25.5,1.9
28,90,24.8,2.1
28,90,24.1,2.3
28,90,23.4,2.5
27,90,30.2,0.0
27,90,29.8,0.1
27,90,29.1,0.3
27,90,28.4,0.5
27,90,27.7,0.7
27,90,26.9,0.9
27,90,26.2,1.1
27,90,25.5,1.3
27,90,24.8,1.5
27,90,24.1,1.7
27,90,23.4,1.9
27,90,22.6,2.1
27,90,21.9,2.3
27,90,21.2,2.5
26,90,28.9,0.0
26,90,28.6,0.1
26,90,28.0,0.3
26,90,27.4,0.5
26,90,26.8,0.7
26,90,26.2,0.9
26,90,25.6,1.1
26,90,25.0,1.3
26,90,24.4,1.5
26,90,23.8,1.7
26,90,23.2,1.9
26,90,22.6,2.1
26,90,22.0,2.3
26,90,21.4,2.5
25,90,28.3,0.0
25,90,28.1,0.1
25,90,27.5,0.3
25,90,27.0,0.5
25,90,26.4,0.7
25,90,25.9,0.9
25,90,25.4,1.1
25,90,24.8,1.3
25,90,24.3,1.5
25,90,23.7,1.7
25,90,23.2,1.9
25,90,22.7,2.1
25,90,22.1,2.3
25,90,21.6,2.5
24,90,27.7,0.0
24,90,27.5,0.1
24,90,26.9,0.3
24,90,26.4,0.5
24,90,25.8,0.7
24,90,25.3,0.9
24,90,24.8,1.1
24,90,24.2,1.3
24,90,23.7,1.5
24,90,23.1,1.7
24,90,22.6,1.9
24,90,22.1,2.1
24,90,21.5,2.3
24,90,21.0,2.5
23,90,27.1,0.0
23,90,26.9,0.1
23,90,26.3,0.3
23,90,25.8,0.5
23,90,25.2,0.7
23,90,24.7,0.9
23,90,24.2,1.1
23,90,23.6,1.3
23,90,23.1,1.5
23,90,22.5,1.7
23,90,22.0,1.9
23,90,21.5,2.1
23,90,20.9,2.3
23,90,20.4,2.5
22,90,26.5,0.0
22,90,26.3,0.1
22,90,25.7,0.3
22,90,25.2,0.5
22,90,24.6,0.7
22,90,24.1,0.9
22,90,23.6,1.1
22,90,23.0,1.3
22,90,22.5,1.5
22,90,21.9,1.7
22,90,21.4,1.9
22,90,20.9,2.1
22,90,20.3,2.3
22,90,19.8,2.5
21,90,25.9,0.0
21,90,25.7,0.1
21,90,25.1,0.3
21,90,24.6,0.5
21,90,24.0,0.7
21,90,23.5,0.9
21,90,23.0,1.1
21,90,22.4,1.3
21,90,21.9,1.5
21,90,21.3,1.7
21,90,20.8,1.9
21,90,20.3,2.1
21,90,19.7,2.3
21,90,19.2,2.5
20,90,25.3,0.0
20,90,25.1,0.1
20,90,24.5,0.3
20,90,24.0,0.5
20,90,23.4,0.7
20,90,22.9,0.9
20,90,22.4,1.1
20,90,21.8,1.3
20,90,21.3,1.5
20,90,20.7,1.7
20,90,20.2,1.9
20,90,19.7,2.1
20,90,19.1,2.3
20,90,18.6,2.5
35,95,42.7,0.0
35,95,42.1,0.1
35,95,40.9,0.3
35,95,39.7,0.5
35,95,38.5,0.7
35,95,37.2,0.9
35,95,36.0,1.1
35,95,34.8,1.3
35,95,33.6,1.5
35,95,32.4,1.7
35,95,31.2,1.9
35,95,30.0,2.1
35,95,28.8,2.3
35,95,27.6,2.5
32,95,39.2,0.00
32,95,38.8,0.1
32,95,37.8,0.3
32,95,36.8,0.5
32,95,35.9,0.7
32,95,34.9,0.9
32,95,34.0,1.1
32,95,33.0,1.3
32,95,32.1,1.5
32,95,31.1,1.7
32,95,30.1,1.9
32,95,29.2,2.1
32,95,28.2,2.3
32,95,27.3,2.5
31,95,37.7,0.00
31,95,37.2,0.1
31,95,36.4,0.3
31,95,35.5,0.5
31,95,34.6,0.7
31,95,33.8,0.9
31,95,32.9,1.1
31,95,32.1,1.3
31,95,31.2,1.5
31,95,30.3,1.7
31,95,29.5,1.9
31,95,28.6,2.1
31,95,27.7,2.3
31,95,26.9,2.5
30,95,37.0,0.00
30,95,36.6,0.1
30,95,35.7,0.3
30,95,34.9,0.5
30,95,34.1,0.7
30,95,33.3,0.9
30,95,32.4,1.1
30,95,31.6,1.3
30,95,30.8,1.5
30,95,30.0,1.7
30,95,29.2,1.9
30,95,28.3,2.1
30,95,27.5,2.3
30,95,26.7,2.5
29,95,36.2,0.00
29,95,35.8,0.1
29,95,35.1,0.3
29,95,34.3,0.5
29,95,33.5,0.7
29,95,32.8,0.9
29,95,32.0,1.1
29,95,31.2,1.3
29,95,30.5,1.5
29,95,29.7,1.7
29,95,28.9,1.9
29,95,28.2,2.1
29,95,27.4,2.3
29,95,26.6,2.5
28,95,33.0,0.0
28,95,32.7,0.1
28,95,31.9,0.3
28,95,31.2,0.5
28,95,30.5,0.7
28,95,29.8,0.9
28,95,29.0,1.1
28,95,28.3,1.3
28,95,27.6,1.5
28,95,26.9,1.7
28,95,26.1,1.9
28,95,25.4,2.1
28,95,24.7,2.3
28,95,23.9,2.5
27,95,30.7,0.0
27,95,30.3,0.1
27,95,29.6,0.3
27,95,28.9,0.5
27,95,28.2,0.7
27,95,27.4,0.9
27,95,26.7,1.1
27,95,26.0,1.3
27,95,25.3,1.5
27,95,24.6,1.7
27,95,23.9,1.9
27,95,23.1,2.1
27,95,22.4,2.3
27,95,21.7,2.5
26,95,29.4,0.0
26,95,29.1,0.1
26,95,28.5,0.3
26,95,27.9,0.5
26,95,27.3,0.7
26,95,26.7,0.9
26,95,26.1,1.1
26,95,25.5,1.3
26,95,25.0,1.5
26,95,24.4,1.7
26,95,23.8,1.9
26,95,23.2,2.1
26,95,22.6,2.3
26,95,22.0,2.5
25,95,28.8,0.0
25,95,28.5,0.1
25,95,28.0,0.3
25,95,27.4,0.5
25,95,26.9,0.7
25,95,26.4,0.9
25,95,25.8,1.1
25,95,25.3,1.3
25,95,24.8,1.5
25,95,24.2,1.7
25,95,23.7,1.9
25,95,23.2,2.1
25,95,22.7,2.3
25,95,22.1,2.5
24,95,28.2,0.0
24,95,27.9,0.1
24,95,27.4,0.3
24,95,26.8,0.5
24,95,26.3,0.7
24,95,25.8,0.9
24,95,25.2,1.1
24,95,24.7,1.3
24,95,24.2,1.5
24,95,23.6,1.7
24,95,23.1,1.9
24,95,22.6,2.1
24,95,22.1,2.3
24,95,21.5,2.5
23,95,27.6,0.0
23,95,27.3,0.1
23,95,26.8,0.3
23,95,26.2,0.5
23,95,25.7,0.7
23,95,25.2,0.9
23,95,24.6,1.1
23,95,24.1,1.3
23,95,23.6,1.5
23,95,23.0,1.7
23,95,22.5,1.9
23,95,22.0,2.1
23,95,21.5,2.3
23,95,20.9,2.5
22,95,27.0,0.0
22,95,26.7,0.1
22,95,26.2,0.3
22,95,25.6,0.5
22,95,25.1,0.7
22,95,24.6,0.9
22,95,24.0,1.1
22,95,23.5,1.3
22,95,23.0,1.5
22,95,22.4,1.7
22,95,21.9,1.9
22,95,21.4,2.1
22,95,20.9,2.3
22,95,20.3,2.5
21,95,26.4,0.0
21,95,26.1,0.1
21,95,25.6,0.3
21,95,25.0,0.5
21,95,24.5,0.7
21,95,24.0,0.9
21,95,23.4,1.1
21,95,22.9,1.3
21,95,22.4,1.5
21,95,21.8,1.7
21,95,21.3,1.9
21,95,20.8,2.1
21,95,20.3,2.3
21,95,19.7,2.5
20,95,25.8,0.0
20,95,25.5,0.1
20,95,25.0,0.3
20,95,24.4,0.5
20,95,23.9,0.7
20,95,23.4,0.9
20,95,22.8,1.1
20,95,22.3,1.3
20,95,21.8,1.5
20,95,21.2,1.7
20,95,20.7,1.9
20,95,20.2,2.1
20,95,19.7,2.3
20,95,19.1,2.5
35,100,43.5,0.0
35,100,42.9,0.1
35,100,41.7,0.3
35,100,40.5,0.5
35,100,39.2,0.7
35,100,38.0,0.9
35,100,36.8,1.1
35,100,35.6,1.3
35,100,34.3,1.5
35,100,33.1,1.7
35,100,31.9,1.9
35,100,30.7,2.1
35,100,29.4,2.3
35,100,28.2,2.5
32,100,40.2,0.00
32,100,39.7,0.1
32,100,38.7,0.3
32,100,37.7,0.5
32,100,36.7,0.7
32,100,35.7,0.9
32,100,34.7,1.1
32,100,33.7,1.3
32,100,32.6,1.5
32,100,31.6,1.7
32,100,30.6,1.9
32,100,29.6,2.1
32,100,28.6,2.3
32,100,27.6,2.5
31,100,38.6,0.00
31,100,38.2,0.1
31,100,37.3,0.3
31,100,36.4,0.5
31,100,35.5,0.7
31,100,34.6,0.9
31,100,33.7,1.1
31,100,32.8,1.3
31,100,32.0,1.5
31,100,31.1,1.7
31,100,30.2,1.9
31,100,29.3,2.1
31,100,28.4,2.3
31,100,27.5,2.5
30,100,37.7,0.00
30,100,37.3,0.1
30,100,36.5,0.3
30,100,35.7,0.5
30,100,34.8,0.7
30,100,34.0,0.9
30,100,33.2,1.1
30,100,32.4,1.3
30,100,31.6,1.5
30,100,30.7,1.7
30,100,29.9,1.9
30,100,29.1,2.1
30,100,28.3,2.3
30,100,27.4,2.5
29,100,36.9,0.00
29,100,36.5,0.1
29,100,35.8,0.3
29,100,35.0,0.5
29,100,34.3,0.7
29,100,33.5,0.9
29,100,32.7,1.1
29,100,32.0,1.3
29,100,31.2,1.5
29,100,30.5,1.7
29,100,29.7,1.9
29,100,29.0,2.1
29,100,28.2,2.3
29,100,27.5,2.5
28,100,33.8,0.0
28,100,33.4,0.1
28,100,32.7,0.3
28,100,31.9,0.5
28,100,31.2,0.7
28,100,30.4,0.9
28,100,29.7,1.1
28,100,28.9,1.3
28,100,28.2,1.5
28,100,27.5,1.7
28,100,26.7,1.9
28,100,26.0,2.1
28,100,25.2,2.3
28,100,24.5,2.5
27,100,31.2,0.0
27,100,30.9,0.1
27,100,30.1,0.3
27,100,29.4,0.5
27,100,28.7,0.7
27,100,28.0,0.9
27,100,27.2,1.1
27,100,26.5,1.3
27,100,25.8,1.5
27,100,25.1,1.7
27,100,24.3,1.9
27,100,23.6,2.1
27,100,22.9,2.3
27,100,22.2,2.5
26,100,29.8,0.0
26,100,29.5,0.1
26,100,29.0,0.3
26,100,28.4,0.5
26,100,27.8,0.7
26,100,27.2,0.9
26,100,26.6,1.1
26,100,26.1,1.3
26,100,25.5,1.5
26,100,24.9,1.7
26,100,24.3,1.9
26,100,23.7,2.1
26,100,23.2,2.3
26,100,22.6,2.5
25,100,29.2,0.0
25,100,29.0,0.1
25,100,28.4,0.3
25,100,27.9,0.5
25,100,27.4,0.7
25,100,26.9,0.9
25,100,26.3,1.1
25,100,25.8,1.3
25,100,25.3,1.5
25,100,24.8,1.7
25,100,24.3,1.9
25,100,23.7,2.1
25,100,23.2,2.3
25,100,22.7,2.5
24,100,28.6,0.0
24,100,28.4,0.1
24,100,27.8,0.3
24,100,27.3,0.5
24,100,26.8,0.7
24,100,26.3,0.9
24,100,25.7,1.1
24,100,25.2,1.3
24,100,24.7,1.5
24,100,24.2,1.7
24,100,23.7,1.9
24,100,23.1,2.1
24,100,22.6,2.3
24,100,22.1,2.5
23,100,28.0,0.0
23,100,27.8,0.1
23,100,27.2,0.3
23,100,26.7,0.5
23,100,26.2,0.7
23,100,25.7,0.9
23,100,25.1,1.1
23,100,24.6,1.3
23,100,24.1,1.5
23,100,23.6,1.7
23,100,23.1,1.9
23,100,22.5,2.1
23,100,22.0,2.3
23,100,21.5,2.5
22,100,27.4,0.0
22,100,27.2,0.1
22,100,26.6,0.3
22,100,26.1,0.5
22,100,25.6,0.7
22,100,25.1,0.9
22,100,24.5,1.1
22,100,24.0,1.3
22,100,23.5,1.5
22,100,23.0,1.7
22,100,22.5,1.9
22,100,21.9,2.1
22,100,21.4,2.3
22,100,20.9,2.5
21,100,26.8,0.0
21,100,26.6,0.1
21,100,26.0,0.3
21,100,25.5,0.5
21,100,25.0,0.7
21,100,24.5,0.9
21,100,23.9,1.1
21,100,23.4,1.3
21,100,22.9,1.5
21,100,22.4,1.7
21,100,21.9,1.9
21,100,21.3,2.1
21,100,20.8,2.3
21,100,20.3,2.5
20,100,26.2,0.0
20,100,26.0,0.1
20,100,25.4,0.3
20,100,24.9,0.5
20,100,24.4,0.7
20,100,23.9,0.9
20,100,23.3,1.1
20,100,22.8,1.3
20,100,22.3,1.5
20,100,21.8,1.7
20,100,21.3,1.9
20,100,20.7,2.1
20,100,20.2,2.3
20,100,19.7,2.5
